PassengerId,Survived
1096,0.21914658578380297
1097,0.4191652079603888
1098,0.5851269012315448
1099,0.25401569202903806
1100,0.8339563588883465
1101,0.11165881105664321
1102,0.09701541156204041
1103,0.1393796988530972
1104,0.24374050679018755
1105,0.6364922629847898
1106,0.4405785029496757
1107,0.3702094470058448
1108,0.7062742590844762
1109,0.21970346233465232
1110,0.9813262408715142
1111,0.14406293579701546
1112,0.7173250517686738
1113,0.09677545261845122
1114,0.8767183524584419
1115,0.10222512225806613
1116,0.8289265975757876
1117,0.7267365960730786
1118,0.1279583653073274
1119,0.6799456747882752
1120,0.05092849462235782
1121,0.219917529427056
1122,0.2675457706739953
1123,0.8553381971656183
1124,0.0517859391175457
1125,0.20001050029740752
1126,0.43447100620654977
1127,0.07089495272632274
1128,0.4241455796529432
1129,0.22616366965518309
1130,0.720979826578642
1131,0.9305090244706307
1132,0.8709369103174786
1133,0.7083207833281134
1134,0.5034948243370841
1135,0.17114059460697084
1136,0.07132528694049944
1137,0.4200469614081842
1138,0.7044068198063952
1139,0.1659275702350983
1140,0.705912627061962
1141,0.7222063889140591
1142,0.6680640002446996
1143,0.1077287091720186
1144,0.565892569587985
1145,0.05942375443990344
1146,0.05303214398800349
1147,0.13039704043931766
1148,0.1652250841749301
1149,0.06942768082996631
1150,0.7810788540041949
1151,0.1064216524691961
1152,0.008388815105839331
1153,0.08791119626548571
1154,0.6757817385645004
1155,0.6104901450610094
1156,0.2213288494833079
1157,0.15432551435125086
1158,0.4518384381071723
1159,0.10301273867696903
1160,0.6532814194425594
1161,0.11231509399964756
1162,0.48822540111266477
1163,0.1950106155977196
1164,1.0753468340567351
1165,0.6513957058210347
1166,0.22503035449436448
1167,0.7589535075352432
1168,0.15529201017218086
1169,0.17562836574570562
1170,0.10894616346421793
1171,0.16438639821549428
1172,0.6093270840566772
1173,0.059604781908556115
1174,0.7049063384391117
1175,0.6576349998476239
1176,0.5853978906357266
1177,0.0660508866186107
1178,0.13751358688152515
1179,0.3693262508896681
1180,0.40731322519868385
1181,0.1539754705004639
1182,0.35144679070352103
1183,0.6281550033302139
1184,0.23820287367155268
1185,0.27964516388953276
1186,0.04277904489489903
1187,0.12865186948041263
1188,0.7604346808872031
1189,0.15868932755194143
1190,0.36383703258255096
1191,0.09216419445791002
1192,0.06983472732436546
1193,0.47722994578195577
1194,0.11044557714395742
1195,0.09531525562858634
1196,0.6782981741181315
1197,0.7873379173228332
1198,0.4659398630639279
1199,0.1649562478352432
1200,0.3326898652647724
1201,0.5250481322238126
1202,0.153609329096554
1203,0.16055073282038002
1204,0.11163649803667386
1205,0.619873836850514
1206,0.8909078911504607
1207,0.6425024602589401
1208,0.3293024317590747
1209,0.22451890996991475
1210,0.08728026383098808
1211,0.1336405247271738
1212,0.1320901717809666
1213,0.3493509446107008
1214,0.39555246210246664
1215,0.33214765535713997
1216,0.9127104180938397
1217,0.09757187327356875
1218,0.913287605096265
1219,0.3175873842156888
1220,0.22883841383746162
1221,0.2687410305593805
1222,0.6444071166064723
1223,0.3548397232818007
1224,0.21680951603174414
1225,0.6522864123751819
1226,0.11162383900950024
1227,0.42185282248692335
1228,0.18773214086673906
1229,0.14159991611957912
1230,0.21365158047768562
1231,0.2796285029182666
1232,0.21950891453518728
1233,0.06884653205215074
1234,0.0026406745170795
1235,1.0585847021970434
1236,0.057859069011708675
1237,0.6627527830357782
1238,0.2687355250097231
1239,0.6235484964749489
1240,0.25379392537797674
1241,0.64970374132449
1242,0.9478814374320319
1243,0.1568630527825936
1244,0.2406205402294953
1245,0.15748702391159397
1246,0.6064510729743032
1247,0.47331188174600813
1248,0.8168638422666512
1249,0.19592742772944083
1250,0.16880296688587548
1251,0.5509982711699426
1252,-0.21230509704840617
1253,0.7115270818115694
1254,0.6498449748993332
1255,0.07884068319102588
1256,1.082500971454169
1257,0.5096338898490006
1258,0.23704529993366907
1259,0.6210235669871521
1260,0.913364888841659
1261,0.2187238286319736
1262,0.21505073869609903
1263,1.0871964764471576
1264,0.3534608882100897
1265,0.2006917550632562
1266,0.7841224202993027
1267,0.9534812537778571
1268,0.5512603926129714
1269,0.25861041048042943
1270,0.33629973622569087
1271,0.02504928377831117
1272,0.17005812905806716
1273,0.15246692442229226
1274,0.6426554941058917
1275,0.5636633990924158
1276,0.2085179765562173
1277,0.7261162872348877
1278,0.12773184322614117
1279,0.1945372329452213
1280,0.1544617691214345
1281,0.010315486950987385
1282,0.41546493348547
1283,0.8553652373373016
1284,0.1211217996180236
1285,0.14417706680088693
1286,-0.014974884267845656
1287,0.9238858132097738
1288,0.13965940142535516
1289,0.9096664844422913
1290,0.1075687609398388
1291,0.1702218436113545
1292,0.9968375786350139
1293,0.1769913435237408
1294,0.9700239287740515
1295,0.4277011115725331
1296,0.4916020851546087
1297,0.3688490347370643
1298,0.16494133923536125
1299,0.4743879353249151
1300,0.6903362091122341
1301,0.5610606366826115
1302,0.6791065540056435
1303,0.9556911398039908
1304,0.6065337485992275
1305,0.11464443487430265
1306,0.9201304523182896
1307,0.006320907085582528
1308,0.12152482292763978
1309,0.18983520908205254
